country,type,year,n
Morocco,EU,2010,8
Morocco,EU,2011,21
Morocco,EU,2012,10
Morocco,EU,2013,5
Morocco,EU,2014,16
Morocco,EU,2015,13
Morocco,Family,2006,51
Morocco,Family,2007,78
Morocco,Family,2008,69
Morocco,Family,2009,83
Morocco,Family,2010,81
Morocco,Family,2011,51
Morocco,Family,2012,35
Morocco,Family,2013,90
Morocco,Family,2014,75
Morocco,Family,2015,74
Morocco,Other,2006,3
Morocco,Other,2007,2
Morocco,Other,2008,0
Morocco,Other,2009,1
Morocco,Other,2010,3
Morocco,Other,2011,1
Morocco,Other,2012,2
Morocco,Other,2013,0
Morocco,Other,2014,2
Morocco,Other,2015,2
Morocco,Study,2006,16
Morocco,Study,2007,27
Morocco,Study,2008,16
Morocco,Study,2009,13
Morocco,Study,2010,19
Morocco,Study,2011,11
Morocco,Study,2012,14
Morocco,Study,2013,17
Morocco,Study,2014,13
Morocco,Study,2015,12
Morocco,Work,2006,23
Morocco,Work,2007,39
Morocco,Work,2008,36
Morocco,Work,2009,37
Morocco,Work,2010,39
Morocco,Work,2011,31
Morocco,Work,2012,17
Morocco,Work,2013,24
Morocco,Work,2014,30
Morocco,Work,2015,13
Mozambique,Asylum,2006,0
Mozambique,Asylum,2007,0
Mozambique,Asylum,2008,0
Mozambique,Asylum,2009,0
Mozambique,Asylum,2010,0
Mozambique,Asylum,2011,0
Mozambique,Asylum,2012,0
Mozambique,Asylum,2013,0
Mozambique,Asylum,2014,0
Mozambique,Asylum,2015,0
Mozambique,EU,2006,0
Mozambique,EU,2007,0
Mozambique,EU,2008,0
Mozambique,EU,2009,2
Mozambique,EU,2010,0
Mozambique,EU,2011,0
Mozambique,EU,2012,0
Mozambique,EU,2013,0
Mozambique,EU,2014,0
Mozambique,EU,2015,1
Mozambique,Family,2006,3
Mozambique,Family,2007,2
Mozambique,Family,2008,5
Mozambique,Family,2009,10
Mozambique,Family,2010,5
Mozambique,Family,2011,1
Mozambique,Family,2012,3
Mozambique,Family,2013,9
Mozambique,Family,2014,4
Mozambique,Family,2015,3
Mozambique,Other,2006,0
Mozambique,Other,2007,2
Mozambique,Other,2008,0
Mozambique,Other,2009,0
Mozambique,Other,2010,2
Mozambique,Other,2011,1
Mozambique,Other,2012,1
Mozambique,Other,2013,1
Mozambique,Other,2014,1
Mozambique,Other,2015,2
Mozambique,Study,2006,19
Mozambique,Study,2007,13
Mozambique,Study,2008,21
Mozambique,Study,2009,6
Mozambique,Study,2010,4
Mozambique,Study,2011,2
Mozambique,Study,2012,3
Mozambique,Study,2013,0
Mozambique,Study,2014,2
Mozambique,Study,2015,0
Mozambique,Work,2006,0
Mozambique,Work,2007,3
Mozambique,Work,2008,0
Mozambique,Work,2009,0
Mozambique,Work,2010,0
Mozambique,Work,2011,0
Mozambique,Work,2012,0
Mozambique,Work,2013,4
Mozambique,Work,2014,0
Mozambique,Work,2015,2
Myanmar,Asylum,2006,168
Myanmar,Asylum,2007,161
Myanmar,Asylum,2008,170
Myanmar,Asylum,2009,12
Myanmar,Asylum,2010,174
Myanmar,Asylum,2011,148
Myanmar,Asylum,2012,79
Myanmar,Asylum,2013,5
Myanmar,Asylum,2014,4
Myanmar,Asylum,2015,2
Myanmar,EU,2006,0
Myanmar,EU,2007,0
Myanmar,EU,2008,0
Myanmar,EU,2009,0
Myanmar,EU,2010,0
Myanmar,EU,2011,0
Myanmar,EU,2012,0
Myanmar,EU,2013,0
Myanmar,EU,2014,0
Myanmar,EU,2015,0
Myanmar,Family,2006,59
Myanmar,Family,2007,62
Myanmar,Family,2008,34
Myanmar,Family,2009,61
Myanmar,Family,2010,50
Myanmar,Family,2011,19
Myanmar,Family,2012,28
Myanmar,Family,2013,37
Myanmar,Family,2014,16
Myanmar,Family,2015,13
Myanmar,Other,2006,3
Myanmar,Other,2007,1
Myanmar,Other,2008,1
Myanmar,Other,2009,2
Myanmar,Other,2010,4
Myanmar,Other,2011,0
Myanmar,Other,2012,0
Myanmar,Other,2013,0
Myanmar,Other,2014,0
Myanmar,Other,2015,0
Myanmar,Study,2006,1
Myanmar,Study,2007,2
Myanmar,Study,2008,4
Myanmar,Study,2009,2
Myanmar,Study,2010,6
Myanmar,Study,2011,2
Myanmar,Study,2012,4
Myanmar,Study,2013,1
Myanmar,Study,2014,5
Myanmar,Study,2015,6
Myanmar,Work,2006,0
Myanmar,Work,2007,0
Myanmar,Work,2008,1
Myanmar,Work,2009,0
Myanmar,Work,2010,3
Myanmar,Work,2011,5
Myanmar,Work,2012,5
Myanmar,Work,2013,1
Myanmar,Work,2014,2
Myanmar,Work,2015,3
Namibia,Asylum,2006,0
Namibia,Asylum,2007,0
Namibia,Asylum,2008,0
Namibia,Asylum,2009,0
Namibia,Asylum,2010,0
Namibia,Asylum,2011,0
Namibia,Asylum,2012,0
Namibia,Asylum,2013,0
Namibia,Asylum,2014,0
Namibia,Asylum,2015,0
Namibia,EU,2006,0
Namibia,EU,2007,0
Namibia,EU,2008,0
Namibia,EU,2009,0
Namibia,EU,2010,0
Namibia,EU,2011,0
Namibia,EU,2012,1
Namibia,EU,2013,0
Namibia,EU,2014,2
Namibia,EU,2015,1
Namibia,Family,2006,5
Namibia,Family,2007,0
Namibia,Family,2008,1
Namibia,Family,2009,1
Namibia,Family,2010,2
Namibia,Family,2011,2
Namibia,Family,2012,2
Namibia,Family,2013,1
Namibia,Family,2014,1
Namibia,Family,2015,0
Namibia,Other,2006,0
Namibia,Other,2007,0
Namibia,Other,2008,0
Namibia,Other,2009,0
Namibia,Other,2010,0
Namibia,Other,2011,0
Namibia,Other,2012,0
Namibia,Other,2013,0
Namibia,Other,2014,0
Namibia,Other,2015,0
Namibia,Study,2006,1
Namibia,Study,2007,1
Namibia,Study,2008,1
Namibia,Study,2009,3
Namibia,Study,2010,0
Namibia,Study,2011,0
Namibia,Study,2012,1
Namibia,Study,2013,1
Namibia,Study,2014,2
Namibia,Study,2015,1
Namibia,Work,2006,1
Namibia,Work,2007,2
Namibia,Work,2008,0
Namibia,Work,2009,0
Namibia,Work,2010,0
Namibia,Work,2011,1
Namibia,Work,2012,0
Namibia,Work,2013,0
Namibia,Work,2014,1
Namibia,Work,2015,0
Nauru,Asylum,2006,0
Nauru,Asylum,2007,0
Nauru,Asylum,2008,0
Nauru,Asylum,2009,0
Nauru,Asylum,2010,0
Nauru,Asylum,2011,0
Nauru,Asylum,2012,0
Nauru,Asylum,2013,0
Nauru,Asylum,2014,0
Nauru,Asylum,2015,0
Nauru,EU,2006,0
Nauru,EU,2007,0
Nauru,EU,2008,0
Nauru,EU,2009,0
Nauru,EU,2010,0
Nauru,EU,2011,0
Nauru,EU,2012,0
Nauru,EU,2013,0
Nauru,EU,2014,0
Nauru,EU,2015,0
Nauru,Family,2006,0
Nauru,Family,2007,0
Nauru,Family,2008,0
Nauru,Family,2009,0
Nauru,Family,2010,0
Nauru,Family,2011,0
Nauru,Family,2012,0
Nauru,Family,2013,0
Nauru,Family,2014,0
Nauru,Family,2015,0
Nauru,Other,2006,0
Nauru,Other,2007,0
Nauru,Other,2008,0
Nauru,Other,2009,0
Nauru,Other,2010,0
Nauru,Other,2011,0
Nauru,Other,2012,0
Nauru,Other,2013,0
Nauru,Other,2014,0
Nauru,Other,2015,0
Nauru,Study,2006,0
Nauru,Study,2007,0
Nauru,Study,2008,0
Nauru,Study,2009,0
Nauru,Study,2010,0
Nauru,Study,2011,0
Nauru,Study,2012,0
Nauru,Study,2013,0
Nauru,Study,2014,0
Nauru,Study,2015,0
Nauru,Work,2006,0
Nauru,Work,2007,0
Nauru,Work,2008,0
Nauru,Work,2009,0
Nauru,Work,2010,0
Nauru,Work,2011,0
Nauru,Work,2012,0
Nauru,Work,2013,0
Nauru,Work,2014,0
Nauru,Work,2015,0
Nepal,Asylum,2006,2
Nepal,Asylum,2007,0
Nepal,Asylum,2008,2
Nepal,Asylum,2009,1
Nepal,Asylum,2010,0
Nepal,Asylum,2011,0
Nepal,Asylum,2012,4
Nepal,Asylum,2013,0
Nepal,Asylum,2014,0
Nepal,Asylum,2015,0
Nepal,EU,2006,0
Nepal,EU,2007,0
Nepal,EU,2008,1
Nepal,EU,2009,6
Nepal,EU,2010,11
Nepal,EU,2011,13
Nepal,EU,2012,11
Nepal,EU,2013,18
Nepal,EU,2014,24
Nepal,EU,2015,7
Nepal,Family,2006,7
Nepal,Family,2007,12
Nepal,Family,2008,1
Nepal,Family,2009,13
Nepal,Family,2010,17
Nepal,Family,2011,11
Nepal,Family,2012,11
Nepal,Family,2013,21
Nepal,Family,2014,46
Nepal,Family,2015,86
Nepal,Other,2006,1
Nepal,Other,2007,1
Nepal,Other,2008,2
Nepal,Other,2009,2
Nepal,Other,2010,8
Nepal,Other,2011,8
Nepal,Other,2012,1
Nepal,Other,2013,2
Nepal,Other,2014,1
Nepal,Other,2015,0
Nepal,Study,2006,176
Nepal,Study,2007,621
Nepal,Study,2008,826
Nepal,Study,2009,442
Nepal,Study,2010,447
Nepal,Study,2011,444
Nepal,Study,2012,556
Nepal,Study,2013,600
Nepal,Study,2014,795
Nepal,Study,2015,927
Nepal,Work,2006,12
Nepal,Work,2007,56
Nepal,Work,2008,67
Nepal,Work,2009,28
Nepal,Work,2010,140
Nepal,Work,2011,151
Nepal,Work,2012,148
Nepal,Work,2013,315
Nepal,Work,2014,402
Nepal,Work,2015,297
Netherlands,Asylum,2006,0
Netherlands,Asylum,2007,0
Netherlands,Asylum,2008,0
Netherlands,Asylum,2009,0
Netherlands,Asylum,2010,0
Netherlands,Asylum,2011,0
Netherlands,Asylum,2012,0
Netherlands,Asylum,2013,0
Netherlands,Asylum,2014,0
Netherlands,Asylum,2015,0
Netherlands,EU,2006,772
Netherlands,EU,2007,668
Netherlands,EU,2008,613
Netherlands,EU,2009,566
Netherlands,EU,2010,630
Netherlands,EU,2011,735
Netherlands,EU,2012,726
Netherlands,EU,2013,786
Netherlands,EU,2014,855
Netherlands,EU,2015,1079
Netherlands,Family,2006,2
Netherlands,Family,2007,7
Netherlands,Family,2008,1
Netherlands,Family,2009,4
Netherlands,Family,2010,2
Netherlands,Family,2011,3
Netherlands,Family,2012,2
Netherlands,Family,2013,0
Netherlands,Family,2014,1
Netherlands,Family,2015,0
Netherlands,Other,2006,0
Netherlands,Other,2007,4
Netherlands,Other,2008,0
Netherlands,Other,2009,1
Netherlands,Other,2010,0
Netherlands,Other,2011,1
Netherlands,Other,2012,0
Netherlands,Other,2013,1
Netherlands,Other,2014,0
Netherlands,Other,2015,0
Netherlands,Study,2006,11
Netherlands,Study,2007,3
Netherlands,Study,2008,7
Netherlands,Study,2009,8
Netherlands,Study,2010,1
Netherlands,Study,2011,0
Netherlands,Study,2012,0
Netherlands,Study,2013,0
Netherlands,Study,2014,0
Netherlands,Study,2015,0
Netherlands,Work,2006,4
Netherlands,Work,2007,5
Netherlands,Work,2008,4
Netherlands,Work,2009,4
Netherlands,Work,2010,7
Netherlands,Work,2011,1
Netherlands,Work,2012,8
Netherlands,Work,2013,2
Netherlands,Work,2014,6
Netherlands,Work,2015,2
Netherlands Antilles,Asylum,2006,0
Netherlands Antilles,Asylum,2007,0
Netherlands Antilles,Asylum,2008,0
Netherlands Antilles,Asylum,2009,0
Netherlands Antilles,Asylum,2010,0
Netherlands Antilles,Asylum,2011,0
Netherlands Antilles,Asylum,2012,0
Netherlands Antilles,Asylum,2013,0
Netherlands Antilles,Asylum,2014,0
Netherlands Antilles,Asylum,2015,0
Netherlands Antilles,EU,2006,0
Netherlands Antilles,EU,2007,0
Netherlands Antilles,EU,2008,0
Netherlands Antilles,EU,2009,0
Netherlands Antilles,EU,2010,0
Netherlands Antilles,EU,2011,0
Netherlands Antilles,EU,2012,0
Netherlands Antilles,EU,2013,0
Netherlands Antilles,EU,2014,0
Netherlands Antilles,EU,2015,0
Netherlands Antilles,Family,2006,0
Netherlands Antilles,Family,2007,0
Netherlands Antilles,Family,2008,0
Netherlands Antilles,Family,2009,0
Netherlands Antilles,Family,2010,0
Netherlands Antilles,Family,2011,0
Netherlands Antilles,Family,2012,0
Netherlands Antilles,Family,2013,0
Netherlands Antilles,Family,2014,0
Netherlands Antilles,Family,2015,0
Netherlands Antilles,Other,2006,0
Netherlands Antilles,Other,2007,0
Netherlands Antilles,Other,2008,0
Netherlands Antilles,Other,2009,0
Netherlands Antilles,Other,2010,0
Netherlands Antilles,Other,2011,0
Netherlands Antilles,Other,2012,0
Netherlands Antilles,Other,2013,0
Netherlands Antilles,Other,2014,0
Netherlands Antilles,Other,2015,0
Netherlands Antilles,Study,2006,0
Netherlands Antilles,Study,2007,0
Netherlands Antilles,Study,2008,0
Netherlands Antilles,Study,2009,0
Netherlands Antilles,Study,2010,0
Netherlands Antilles,Study,2011,0
Netherlands Antilles,Study,2012,0
Netherlands Antilles,Study,2013,0
Netherlands Antilles,Study,2014,0
Netherlands Antilles,Study,2015,0
Netherlands Antilles,Work,2006,0
Netherlands Antilles,Work,2007,0
Netherlands Antilles,Work,2008,0
Netherlands Antilles,Work,2009,0
Netherlands Antilles,Work,2010,0
Netherlands Antilles,Work,2011,0
Netherlands Antilles,Work,2012,0
Netherlands Antilles,Work,2013,0
Netherlands Antilles,Work,2014,0
Netherlands Antilles,Work,2015,0
New Zealand,Asylum,2006,0
New Zealand,Asylum,2007,0
New Zealand,Asylum,2008,0
New Zealand,Asylum,2009,0
New Zealand,Asylum,2010,0
New Zealand,Asylum,2011,0
New Zealand,Asylum,2012,0
New Zealand,Asylum,2013,0
New Zealand,Asylum,2014,0
New Zealand,Asylum,2015,0
New Zealand,EU,2006,4
New Zealand,EU,2007,1
New Zealand,EU,2008,6
New Zealand,EU,2009,3
New Zealand,EU,2010,5
New Zealand,EU,2011,9
New Zealand,EU,2012,9
New Zealand,EU,2013,11
New Zealand,EU,2014,9
New Zealand,EU,2015,15
New Zealand,Family,2006,18
New Zealand,Family,2007,14
New Zealand,Family,2008,16
New Zealand,Family,2009,12
New Zealand,Family,2010,15
New Zealand,Family,2011,10
New Zealand,Family,2012,8
New Zealand,Family,2013,18
New Zealand,Family,2014,12
New Zealand,Family,2015,4
New Zealand,Other,2006,6
New Zealand,Other,2007,4
New Zealand,Other,2008,0
New Zealand,Other,2009,4
New Zealand,Other,2010,2
New Zealand,Other,2011,1
New Zealand,Other,2012,1
New Zealand,Other,2013,1
New Zealand,Other,2014,2
New Zealand,Other,2015,0
New Zealand,Study,2006,74
New Zealand,Study,2007,107
New Zealand,Study,2008,81
New Zealand,Study,2009,75
New Zealand,Study,2010,78
New Zealand,Study,2011,84
New Zealand,Study,2012,48
New Zealand,Study,2013,63
New Zealand,Study,2014,70
New Zealand,Study,2015,88
New Zealand,Work,2006,19
New Zealand,Work,2007,28
New Zealand,Work,2008,41
New Zealand,Work,2009,21
New Zealand,Work,2010,17
New Zealand,Work,2011,20
New Zealand,Work,2012,35
New Zealand,Work,2013,38
New Zealand,Work,2014,32
New Zealand,Work,2015,36
Nicaragua,Asylum,2006,0
Nicaragua,Asylum,2007,0
Nicaragua,Asylum,2008,0
Nicaragua,Asylum,2009,0
Nicaragua,Asylum,2010,0
Nicaragua,Asylum,2011,0
Nicaragua,Asylum,2012,0
Nicaragua,Asylum,2013,0
Nicaragua,Asylum,2014,0
Nicaragua,Asylum,2015,0
Nicaragua,EU,2006,0
Nicaragua,EU,2007,1
Nicaragua,EU,2008,0
Nicaragua,EU,2009,1
Nicaragua,EU,2010,1
Nicaragua,EU,2011,0
Nicaragua,EU,2012,0
Nicaragua,EU,2013,0
Nicaragua,EU,2014,1
Nicaragua,EU,2015,1
Nicaragua,Family,2006,4
Nicaragua,Family,2007,3
Nicaragua,Family,2008,5
Nicaragua,Family,2009,3
Nicaragua,Family,2010,2
Nicaragua,Family,2011,3
Nicaragua,Family,2012,1
Nicaragua,Family,2013,5
Nicaragua,Family,2014,5
Nicaragua,Family,2015,3
Nicaragua,Other,2006,0
Nicaragua,Other,2007,0
Nicaragua,Other,2008,0
Nicaragua,Other,2009,0
Nicaragua,Other,2010,0
Nicaragua,Other,2011,1
Nicaragua,Other,2012,0
Nicaragua,Other,2013,2
Nicaragua,Other,2014,0
Nicaragua,Other,2015,0
Nicaragua,Study,2006,4
Nicaragua,Study,2007,1
Nicaragua,Study,2008,5
Nicaragua,Study,2009,4
Nicaragua,Study,2010,5
Nicaragua,Study,2011,2
Nicaragua,Study,2012,1
Nicaragua,Study,2013,1
Nicaragua,Study,2014,2
Nicaragua,Study,2015,3
Nicaragua,Work,2006,0
Nicaragua,Work,2007,1
Nicaragua,Work,2008,6
Nicaragua,Work,2009,3
Nicaragua,Work,2010,0
Nicaragua,Work,2011,2
Nicaragua,Work,2012,1
Nicaragua,Work,2013,3
Nicaragua,Work,2014,3
Nicaragua,Work,2015,1
Niger,Asylum,2006,0
Niger,Asylum,2007,0
Niger,Asylum,2008,0
Niger,Asylum,2009,0
Niger,Asylum,2010,0
Niger,Asylum,2011,0
Niger,Asylum,2012,0
Niger,Asylum,2013,0
Niger,Asylum,2014,0
Niger,Asylum,2015,0
Niger,EU,2006,0
Niger,EU,2007,0
Niger,EU,2008,0
Niger,EU,2009,0
Niger,EU,2010,0
Niger,EU,2011,0
Niger,EU,2012,0
Niger,EU,2013,0
Niger,EU,2014,0
Niger,EU,2015,0
Niger,Family,2006,0
Niger,Family,2007,0
Niger,Family,2008,0
Niger,Family,2009,1
Niger,Family,2010,0
Niger,Family,2011,0
Niger,Family,2012,0
Niger,Family,2013,2
Niger,Family,2014,0
Niger,Family,2015,0
Niger,Other,2006,0
Niger,Other,2007,0
Niger,Other,2008,0
Niger,Other,2009,0
Niger,Other,2010,0
Niger,Other,2011,0
Niger,Other,2012,0
Niger,Other,2013,0
Niger,Other,2014,0
Niger,Other,2015,0
Niger,Study,2006,2
Niger,Study,2007,27
Niger,Study,2008,2
Niger,Study,2009,1
Niger,Study,2010,0
Niger,Study,2011,1
Niger,Study,2012,0
Niger,Study,2013,0
Niger,Study,2014,0
Niger,Study,2015,1
Niger,Work,2006,0
Niger,Work,2007,0
Niger,Work,2008,0
Niger,Work,2009,0
Niger,Work,2010,0
Niger,Work,2011,0
Niger,Work,2012,0
Niger,Work,2013,0
Niger,Work,2014,0
Niger,Work,2015,0
Nigeria,Asylum,2006,1
Nigeria,Asylum,2007,3
Nigeria,Asylum,2008,0
Nigeria,Asylum,2009,3
Nigeria,Asylum,2010,1
Nigeria,Asylum,2011,2
Nigeria,Asylum,2012,2
Nigeria,Asylum,2013,2
Nigeria,Asylum,2014,2
Nigeria,Asylum,2015,0
Nigeria,EU,2006,1
Nigeria,EU,2007,3
Nigeria,EU,2008,5
Nigeria,EU,2009,9
Nigeria,EU,2010,10
Nigeria,EU,2011,15
Nigeria,EU,2012,18
Nigeria,EU,2013,19
Nigeria,EU,2014,33
Nigeria,EU,2015,28
Nigeria,Family,2006,37
Nigeria,Family,2007,41
Nigeria,Family,2008,29
Nigeria,Family,2009,49
Nigeria,Family,2010,53
Nigeria,Family,2011,17
Nigeria,Family,2012,22
Nigeria,Family,2013,36
Nigeria,Family,2014,35
Nigeria,Family,2015,37
Nigeria,Other,2006,1
Nigeria,Other,2007,6
Nigeria,Other,2008,10
Nigeria,Other,2009,18
Nigeria,Other,2010,14
Nigeria,Other,2011,11
Nigeria,Other,2012,9
Nigeria,Other,2013,6
Nigeria,Other,2014,6
Nigeria,Other,2015,5
Nigeria,Study,2006,47
Nigeria,Study,2007,36
Nigeria,Study,2008,62
Nigeria,Study,2009,62
Nigeria,Study,2010,58
Nigeria,Study,2011,51
Nigeria,Study,2012,30
Nigeria,Study,2013,41
Nigeria,Study,2014,41
Nigeria,Study,2015,43
Nigeria,Work,2006,26
Nigeria,Work,2007,41
Nigeria,Work,2008,60
Nigeria,Work,2009,118
Nigeria,Work,2010,146
Nigeria,Work,2011,112
Nigeria,Work,2012,82
Nigeria,Work,2013,136
Nigeria,Work,2014,126
Nigeria,Work,2015,87
North America not stated,Asylum,2006,0
North America not stated,Asylum,2007,0
North America not stated,Asylum,2008,0
North America not stated,Asylum,2009,0
North America not stated,Asylum,2010,0
North America not stated,Asylum,2011,0
North America not stated,Asylum,2012,0
North America not stated,Asylum,2013,0
North America not stated,Asylum,2014,0
North America not stated,Asylum,2015,0
North America not stated,EU,2006,0
North America not stated,EU,2007,0
North America not stated,EU,2008,0
North America not stated,EU,2009,0
North America not stated,EU,2010,0
North America not stated,EU,2011,0
North America not stated,EU,2012,0
North America not stated,EU,2013,0
North America not stated,EU,2014,0
North America not stated,EU,2015,0
North America not stated,Family,2006,0
North America not stated,Family,2007,0
North America not stated,Family,2008,0
North America not stated,Family,2009,0
North America not stated,Family,2010,0
North America not stated,Family,2011,0
North America not stated,Family,2012,0
North America not stated,Family,2013,0
North America not stated,Family,2014,0
North America not stated,Family,2015,0
North America not stated,Other,2006,0
North America not stated,Other,2007,0
North America not stated,Other,2008,0
North America not stated,Other,2009,0
North America not stated,Other,2010,0
North America not stated,Other,2011,0
North America not stated,Other,2012,0
North America not stated,Other,2013,0
North America not stated,Other,2014,0
North America not stated,Other,2015,0
North America not stated,Study,2006,0
North America not stated,Study,2007,0
North America not stated,Study,2008,0
North America not stated,Study,2009,0
North America not stated,Study,2010,0
North America not stated,Study,2011,0
North America not stated,Study,2012,0
North America not stated,Study,2013,0
North America not stated,Study,2014,0
North America not stated,Study,2015,0
North America not stated,Work,2006,0
North America not stated,Work,2007,0
North America not stated,Work,2008,0
North America not stated,Work,2009,0
North America not stated,Work,2010,0
North America not stated,Work,2011,0
North America not stated,Work,2012,0
North America not stated,Work,2013,0
North America not stated,Work,2014,0
North America not stated,Work,2015,0
North Korea,Asylum,2006,0
North Korea,Asylum,2007,1
North Korea,Asylum,2008,0
North Korea,Asylum,2009,1
North Korea,Asylum,2010,2
North Korea,Asylum,2011,5
North Korea,Asylum,2012,0
North Korea,Asylum,2013,0
North Korea,Asylum,2014,1
North Korea,Asylum,2015,0
North Korea,EU,2006,0
North Korea,EU,2007,0
North Korea,EU,2008,0
North Korea,EU,2009,0
North Korea,EU,2010,0
North Korea,EU,2011,0
North Korea,EU,2012,0
North Korea,EU,2013,0
North Korea,EU,2014,0
North Korea,EU,2015,0
North Korea,Family,2006,0
North Korea,Family,2007,0
North Korea,Family,2008,0
North Korea,Family,2009,0
North Korea,Family,2010,1
North Korea,Family,2011,0
North Korea,Family,2012,0
North Korea,Family,2013,0
North Korea,Family,2014,0
North Korea,Family,2015,0
North Korea,Other,2006,1
North Korea,Other,2007,1
North Korea,Other,2008,1
North Korea,Other,2009,0
North Korea,Other,2010,0
North Korea,Other,2011,0
North Korea,Other,2012,0
North Korea,Other,2013,0
North Korea,Other,2014,0
North Korea,Other,2015,0
North Korea,Study,2006,1
North Korea,Study,2007,1
North Korea,Study,2008,0
North Korea,Study,2009,0
North Korea,Study,2010,0
North Korea,Study,2011,0
North Korea,Study,2012,0
North Korea,Study,2013,6
North Korea,Study,2014,1
North Korea,Study,2015,0
North Korea,Work,2006,0
North Korea,Work,2007,1
North Korea,Work,2008,0
North Korea,Work,2009,0
North Korea,Work,2010,0
North Korea,Work,2011,2
North Korea,Work,2012,0
North Korea,Work,2013,0
North Korea,Work,2014,0
North Korea,Work,2015,0
North Yemen,Asylum,2006,0
North Yemen,Asylum,2007,0
North Yemen,Asylum,2008,0
North Yemen,Asylum,2009,0
North Yemen,Asylum,2010,0
North Yemen,Asylum,2011,0
North Yemen,Asylum,2012,0
North Yemen,Asylum,2013,0
North Yemen,Asylum,2014,0
North Yemen,Asylum,2015,0
North Yemen,EU,2006,0
North Yemen,EU,2007,0
North Yemen,EU,2008,0
North Yemen,EU,2009,0
North Yemen,EU,2010,0
North Yemen,EU,2011,0
North Yemen,EU,2012,0
North Yemen,EU,2013,0
North Yemen,EU,2014,0
North Yemen,EU,2015,0
North Yemen,Family,2006,0
North Yemen,Family,2007,0
North Yemen,Family,2008,0
North Yemen,Family,2009,0
